""	"x"
"6328"	"A"
"6329"	"A"
"6330"	"F"
"6331"	"B"
"6332"	"F"
"6333"	"B"
"6334"	"C"
"6335"	"B"
"6336"	"B"
"6337"	"B"
"6338"	"F"
"6339"	"F"
"6340"	"B"
"6341"	"D"
"6342"	"B"
"6343"	"E"
"6344"	"A"
"6345"	"B"
"6346"	"A"
"6347"	"B"
"6348"	"B"
"6349"	"B"
"6350"	"B"
"6351"	"B"
"6352"	"B"
"6353"	"F"
"6354"	"A"
"6355"	"B"
"6356"	"F"
"6357"	"E"
"6358"	"E"
"6359"	"F"
"6360"	"B"
"6361"	"B"
"6362"	"E"
"6363"	"B"
"6364"	"B"
"6365"	"F"
"6366"	"A"
"6367"	"E"
"6368"	"B"
"6369"	"B"
"6370"	"C"
"6371"	"B"
"6372"	"B"
"6373"	"C"
"6374"	"C"
"6375"	"C"
"6376"	"F"
"6377"	"A"
"6378"	"F"
"6379"	"B"
"6380"	"C"
"6381"	"B"
"6382"	"B"
"6383"	"F"
"6384"	"D"
"6385"	"B"
"6386"	"C"
"6387"	"B"
"6388"	"C"
"6389"	"E"
"6390"	"F"
"6391"	"E"
"6392"	"A"
"6393"	"B"
"6394"	"A"
"6395"	"B"
"6396"	"B"
"6397"	"B"
"6398"	"B"
"6399"	"D"
"6400"	"A"
"6401"	"A"
"6402"	"F"
"6403"	"B"
"6404"	"B"
"6405"	"D"
"6406"	"C"
"6407"	"D"
"6408"	"B"
"6409"	"B"
"6410"	"D"
"6411"	"F"
"6412"	"B"
"6413"	"A"
"6414"	"C"
"6415"	"B"
"6416"	"C"
"6417"	"B"
"6418"	"B"
"6419"	"E"
"6420"	"C"
"6421"	"D"
"6422"	"A"
"6423"	"A"
"6424"	"A"
"6425"	"B"
"6426"	"F"
"6427"	"A"
"6428"	"B"
"6429"	"A"
"6430"	"D"
"6431"	"B"
"6432"	"F"
"6433"	"C"
"6434"	"B"
"6435"	"E"
"6436"	"F"
"6437"	"B"
"6438"	"F"
"6439"	"B"
"6440"	"F"
"6441"	"B"
"6442"	"B"
"6443"	"D"
"6444"	"B"
"6445"	"B"
"6446"	"B"
"6447"	"B"
"6448"	"B"
"6449"	"F"
"6450"	"D"
"6451"	"B"
"6452"	"A"
"6453"	"B"
"6454"	"B"
"6455"	"A"
"6456"	"B"
"6457"	"A"
"6458"	"D"
"6459"	"B"
"6460"	"B"
"6461"	"A"
"6462"	"C"
"6463"	"A"
"6464"	"A"
"6465"	"A"
"6466"	"E"
"6467"	"A"
"6468"	"F"
"6469"	"F"
"6470"	"F"
"6471"	"A"
"6472"	"B"
"6473"	"D"
"6474"	"F"
"6475"	"C"
"6476"	"B"
"6477"	"B"
"6478"	"A"
"6479"	"F"
"6480"	"A"
"6481"	"C"
"6482"	"E"
"6483"	"B"
"6484"	"B"
"6485"	"B"
"6486"	"B"
"6487"	"E"
"6488"	"B"
"6489"	"E"
"6490"	"B"
"6491"	"F"
"6492"	"B"
"6493"	"A"
"6494"	"F"
"6495"	"B"
"6496"	"B"
"6497"	"B"
"6498"	"B"
"6499"	"C"
"6500"	"E"
"6501"	"A"
"6502"	"B"
"6503"	"F"
"6504"	"B"
"6505"	"D"
"6506"	"B"
"6507"	"B"
"6508"	"B"
"6509"	"B"
"6510"	"D"
"6511"	"F"
"6512"	"D"
"6513"	"A"
"6514"	"B"
"6515"	"B"
"6516"	"F"
"6517"	"B"
"6518"	"A"
"6519"	"B"
"6520"	"A"
"6521"	"B"
"6522"	"F"
"6523"	"D"
"6524"	"E"
"6525"	"B"
"6526"	"B"
"6527"	"E"
"6528"	"C"
"6529"	"C"
"6530"	"C"
"6531"	"D"
"6532"	"A"
"6533"	"B"
"6534"	"E"
"6535"	"D"
"6536"	"D"
"6537"	"A"
"6538"	"E"
"6539"	"B"
"6540"	"B"
"6541"	"E"
"6542"	"A"
"6543"	"F"
"6544"	"B"
"6545"	"F"
"6546"	"B"
"6547"	"B"
"6548"	"A"
"6549"	"B"
"6550"	"B"
"6551"	"D"
"6552"	"B"
"6553"	"C"
"6554"	"A"
"6555"	"C"
"6556"	"D"
"6557"	"A"
"6558"	"E"
"6559"	"C"
"6560"	"B"
"6561"	"C"
"6562"	"F"
"6563"	"E"
"6564"	"B"
"6565"	"E"
"6566"	"F"
"6567"	"A"
"6568"	"F"
"6569"	"B"
"6570"	"B"
"6571"	"B"
"6572"	"A"
"6573"	"A"
"6574"	"C"
"6575"	"F"
"6576"	"B"
"6577"	"F"
"6578"	"A"
"6579"	"B"
"6580"	"A"
"6581"	"B"
"6582"	"A"
"6583"	"F"
"6584"	"B"
"6585"	"B"
"6586"	"B"
"6587"	"D"
"6588"	"B"
"6589"	"B"
"6590"	"B"
"6591"	"E"
"6592"	"D"
"6593"	"F"
"6594"	"F"
"6595"	"E"
"6596"	"F"
"6597"	"B"
"6598"	"E"
"6599"	"F"
"6600"	"B"
"6601"	"A"
"6602"	"E"
"6603"	"D"
"6604"	"A"
"6605"	"B"
"6606"	"D"
"6607"	"B"
"6608"	"B"
"6609"	"D"
"6610"	"A"
"6611"	"B"
"6612"	"D"
"6613"	"F"
"6614"	"B"
"6615"	"C"
"6616"	"F"
"6617"	"A"
"6618"	"E"
"6619"	"D"
"6620"	"B"
"6621"	"F"
"6622"	"A"
"6623"	"F"
"6624"	"A"
"6625"	"A"
"6626"	"E"
"6627"	"C"
"6628"	"B"
"6629"	"F"
"6630"	"F"
"6631"	"A"
"6632"	"E"
"6633"	"F"
"6634"	"A"
"6635"	"C"
"6636"	"E"
"6637"	"F"
"6638"	"A"
"6639"	"B"
"6640"	"A"
"6641"	"D"
"6642"	"E"
"6643"	"D"
"6644"	"B"
"6645"	"F"
"6646"	"A"
"6647"	"D"
"6648"	"C"
"6649"	"D"
"6650"	"A"
"6651"	"F"
"6652"	"D"
"6653"	"A"
"6654"	"E"
"6655"	"B"
"6656"	"B"
"6657"	"B"
"6658"	"C"
"6659"	"C"
"6660"	"B"
"6661"	"D"
"6662"	"E"
"6663"	"C"
"6664"	"B"
"6665"	"C"
"6666"	"B"
"6667"	"B"
"6668"	"F"
"6669"	"D"
"6670"	"A"
"6671"	"C"
"6672"	"E"
"6673"	"B"
"6674"	"F"
"6675"	"B"
"6676"	"B"
"6677"	"D"
"6678"	"A"
"6679"	"B"
"6680"	"D"
"6681"	"B"
"6682"	"B"
"6683"	"B"
"6684"	"B"
"6685"	"B"
"6686"	"B"
"6687"	"B"
"6688"	"A"
"6689"	"B"
"6690"	"A"
"6691"	"B"
"6692"	"E"
"6693"	"B"
"6694"	"A"
"6695"	"A"
"6696"	"B"
"6697"	"B"
"6698"	"C"
"6699"	"D"
"6700"	"C"
"6701"	"A"
"6702"	"C"
"6703"	"E"
"6704"	"B"
"6705"	"D"
"6706"	"B"
"6707"	"B"
"6708"	"C"
"6709"	"B"
"6710"	"E"
"6711"	"C"
"6712"	"B"
"6713"	"C"
"6714"	"F"
"6715"	"A"
"6716"	"F"
"6717"	"B"
"6718"	"D"
"6719"	"B"
"6720"	"F"
"6721"	"A"
"6722"	"C"
"6723"	"A"
"6724"	"B"
"6725"	"B"
"6726"	"A"
"6727"	"E"
"6728"	"B"
"6729"	"F"
"6730"	"D"
"6731"	"B"
"6732"	"B"
"6733"	"D"
"6734"	"B"
"6735"	"F"
"6736"	"B"
"6737"	"D"
"6738"	"B"
"6739"	"C"
"6740"	"B"
"6741"	"D"
"6742"	"D"
"6743"	"A"
"6744"	"D"
"6745"	"C"
"6746"	"A"
"6747"	"A"
"6748"	"F"
"6749"	"C"
"6750"	"F"
"6751"	"B"
"6752"	"A"
"6753"	"C"
"6754"	"F"
"6755"	"E"
"6756"	"E"
"6757"	"E"
"6758"	"B"
"6759"	"C"
"6760"	"C"
"6761"	"A"
"6762"	"A"
"6763"	"A"
"6764"	"B"
"6765"	"B"
"6766"	"B"
"6767"	"F"
"6768"	"E"
"6769"	"E"
"6770"	"A"
"6771"	"F"
"6772"	"A"
"6773"	"B"
"6774"	"F"
"6775"	"B"
"6776"	"B"
"6777"	"C"
"6778"	"A"
"6779"	"F"
"6780"	"C"
"6781"	"A"
"6782"	"B"
"6783"	"B"
"6784"	"D"
"6785"	"F"
"6786"	"A"
"6787"	"F"
"6788"	"B"
"6789"	"F"
"6790"	"C"
"6791"	"C"
"6792"	"E"
"6793"	"B"
"6794"	"B"
"6795"	"B"
"6796"	"A"
"6797"	"B"
"6798"	"A"
"6799"	"B"
"6800"	"B"
"6801"	"C"
"6802"	"F"
"6803"	"A"
"6804"	"F"
"6805"	"E"
"6806"	"D"
"6807"	"A"
"6808"	"F"
"6809"	"D"
"6810"	"B"
"6811"	"B"
"6812"	"B"
"6813"	"F"
"6814"	"B"
"6815"	"D"
"6816"	"A"
"6817"	"B"
"6818"	"E"
"6819"	"D"
"6820"	"E"
"6821"	"B"
"6822"	"A"
"6823"	"B"
"6824"	"D"
"6825"	"D"
"6826"	"D"
"6827"	"A"
"6828"	"E"
"6829"	"C"
"6830"	"B"
"6831"	"F"
"6832"	"F"
"6833"	"B"
"6834"	"B"
"6835"	"B"
"6836"	"B"
"6837"	"A"
"6838"	"B"
"6839"	"D"
"6840"	"B"
"6841"	"A"
"6842"	"C"
"6843"	"C"
"6844"	"E"
"6845"	"E"
"6846"	"E"
"6847"	"F"
"6848"	"B"
"6849"	"A"
"6850"	"D"
"6851"	"A"
"6852"	"B"
"6853"	"B"
"6854"	"E"
"6855"	"F"
"6856"	"B"
"6857"	"B"
"6858"	"B"
"6859"	"A"
"6860"	"F"
"6861"	"E"
"6862"	"E"
"6863"	"D"
"6864"	"F"
"6865"	"E"
"6866"	"A"
"6867"	"F"
"6868"	"E"
"6869"	"E"
"6870"	"B"
"6871"	"A"
"6872"	"B"
"6873"	"A"
"6874"	"C"
"6875"	"B"
"6876"	"C"
"6877"	"C"
"6878"	"F"
"6879"	"F"
"6880"	"A"
"6881"	"B"
"6882"	"E"
"6883"	"B"
"6884"	"B"
"6885"	"B"
"6886"	"B"
"6887"	"A"
"6888"	"B"
"6889"	"F"
"6890"	"B"
"6891"	"B"
"6892"	"B"
"6893"	"F"
"6894"	"C"
"6895"	"A"
"6896"	"C"
"6897"	"E"
"6898"	"A"
"6899"	"E"
"6900"	"C"
"6901"	"E"
"6902"	"C"
"6903"	"E"
"6904"	"F"
"6905"	"D"
"6906"	"B"
"6907"	"B"
"6908"	"F"
"6909"	"E"
"6910"	"F"
"6911"	"A"
"6912"	"E"
"6913"	"F"
"6914"	"C"
"6915"	"A"
"6916"	"D"
"6917"	"B"
"6918"	"B"
"6919"	"E"
"6920"	"F"
"6921"	"F"
"6922"	"E"
"6923"	"C"
"6924"	"B"
"6925"	"F"
"6926"	"A"
"6927"	"B"
"6928"	"B"
"6929"	"E"
"6930"	"D"
"6931"	"A"
"6932"	"F"
"6933"	"D"
"6934"	"B"
"6935"	"B"
"6936"	"B"
"6937"	"B"
"6938"	"D"
"6939"	"B"
"6940"	"F"
"6941"	"A"
"6942"	"B"
"6943"	"A"
"6944"	"F"
"6945"	"B"
"6946"	"C"
"6947"	"F"
"6948"	"B"
"6949"	"B"
"6950"	"E"
"6951"	"B"
"6952"	"A"
"6953"	"C"
"6954"	"B"
"6955"	"F"
"6956"	"B"
"6957"	"E"
"6958"	"E"
"6959"	"B"
"6960"	"B"
"6961"	"F"
"6962"	"D"
"6963"	"E"
"6964"	"A"
"6965"	"D"
"6966"	"B"
"6967"	"A"
"6968"	"B"
"6969"	"B"
"6970"	"E"
"6971"	"B"
"6972"	"C"
"6973"	"A"
"6974"	"B"
"6975"	"B"
"6976"	"B"
"6977"	"A"
"6978"	"B"
"6979"	"B"
"6980"	"F"
"6981"	"A"
"6982"	"B"
"6983"	"C"
"6984"	"B"
"6985"	"A"
"6986"	"C"
"6987"	"E"
"6988"	"B"
"6989"	"C"
"6990"	"C"
"6991"	"B"
"6992"	"B"
"6993"	"A"
"6994"	"E"
"6995"	"B"
"6996"	"B"
"6997"	"B"
"6998"	"E"
"6999"	"B"
"7000"	"B"
"7001"	"B"
"7002"	"B"
"7003"	"B"
"7004"	"E"
"7005"	"C"
"7006"	"F"
"7007"	"F"
"7008"	"A"
"7009"	"B"
"7010"	"B"
"7011"	"B"
"7012"	"E"
"7013"	"B"
"7014"	"B"
"7015"	"B"
"7016"	"B"
"7017"	"D"
"7018"	"B"
"7019"	"E"
"7020"	"B"
"7021"	"A"
"7022"	"B"
"7023"	"B"
"7024"	"D"
"7025"	"E"
"7026"	"B"
"7027"	"B"
"7028"	"B"
"7029"	"B"
"7030"	"B"
"7031"	"D"
"7032"	"B"
"7033"	"B"
"7034"	"A"
"7035"	"A"
"7036"	"B"
"7037"	"C"
"7038"	"D"
"7039"	"F"
"7040"	"F"
"7041"	"F"
"7042"	"D"
"7043"	"A"
"7044"	"C"
"7045"	"F"
"7046"	"E"
"7047"	"A"
"7048"	"B"
"7049"	"A"
"7050"	"B"
"7051"	"D"
"7052"	"B"
"7053"	"A"
"7054"	"B"
"7055"	"C"
"7056"	"F"
"7057"	"C"
"7058"	"F"
"7059"	"F"
"7060"	"B"
"7061"	"B"
"7062"	"F"
"7063"	"D"
"7064"	"F"
"7065"	"A"
"7066"	"D"
"7067"	"A"
"7068"	"C"
"7069"	"E"
"7070"	"F"
"7071"	"B"
"7072"	"D"
"7073"	"F"
"7074"	"E"
"7075"	"E"
"7076"	"D"
"7077"	"B"
"7078"	"D"
"7079"	"A"
"7080"	"B"
"7081"	"A"
"7082"	"E"
"7083"	"C"
"7084"	"B"
"7085"	"E"
"7086"	"E"
"7087"	"E"
"7088"	"C"
"7089"	"B"
"7090"	"D"
"7091"	"F"
"7092"	"E"
"7093"	"B"
"7094"	"F"
"7095"	"B"
"7096"	"C"
"7097"	"A"
"7098"	"C"
"7099"	"F"
"7100"	"B"
"7101"	"F"
"7102"	"A"
"7103"	"B"
"7104"	"A"
"7105"	"E"
"7106"	"A"
"7107"	"A"
"7108"	"F"
"7109"	"C"
"7110"	"B"
"7111"	"A"
"7112"	"F"
"7113"	"E"
"7114"	"A"
"7115"	"B"
"7116"	"A"
"7117"	"A"
"7118"	"B"
"7119"	"B"
"7120"	"E"
"7121"	"B"
"7122"	"E"
"7123"	"B"
"7124"	"B"
"7125"	"E"
"7126"	"F"
"7127"	"B"
"7128"	"C"
"7129"	"F"
"7130"	"C"
"7131"	"C"
"7132"	"A"
"7133"	"D"
"7134"	"C"
"7135"	"B"
"7136"	"A"
"7137"	"D"
"7138"	"B"
"7139"	"C"
"7140"	"D"
"7141"	"E"
"7142"	"B"
"7143"	"B"
"7144"	"C"
"7145"	"F"
"7146"	"A"
"7147"	"B"
"7148"	"B"
"7149"	"E"
"7150"	"C"
"7151"	"B"
"7152"	"B"
"7153"	"D"
"7154"	"B"
"7155"	"E"
"7156"	"B"
"7157"	"E"
"7158"	"F"
"7159"	"A"
"7160"	"B"
"7161"	"F"
"7162"	"B"
"7163"	"D"
"7164"	"A"
"7165"	"F"
"7166"	"F"
"7167"	"B"
"7168"	"E"
"7169"	"E"
"7170"	"B"
"7171"	"F"
"7172"	"B"
"7173"	"A"
"7174"	"B"
"7175"	"A"
"7176"	"B"
"7177"	"B"
"7178"	"A"
"7179"	"B"
"7180"	"A"
"7181"	"B"
"7182"	"F"
"7183"	"B"
"7184"	"F"
"7185"	"B"
"7186"	"F"
"7187"	"E"
"7188"	"C"
"7189"	"B"
"7190"	"A"
"7191"	"D"
"7192"	"B"
"7193"	"B"
"7194"	"B"
"7195"	"D"
"7196"	"B"
"7197"	"F"
"7198"	"A"
"7199"	"B"
"7200"	"C"
"7201"	"C"
"7202"	"E"
"7203"	"D"
"7204"	"A"
"7205"	"D"
"7206"	"F"
"7207"	"D"
"7208"	"F"
"7209"	"A"
"7210"	"B"
"7211"	"B"
"7212"	"F"
"7213"	"B"
"7214"	"D"
"7215"	"E"
"7216"	"F"
"7217"	"E"
"7218"	"B"
"7219"	"F"
"7220"	"B"
"7221"	"F"
"7222"	"B"
"7223"	"A"
"7224"	"F"
"7225"	"B"
"7226"	"E"
"7227"	"F"
"7228"	"A"
"7229"	"E"
"7230"	"F"
"7231"	"B"
"7232"	"B"
"7233"	"F"
"7234"	"B"
"7235"	"B"
"7236"	"B"
"7237"	"B"
"7238"	"C"
"7239"	"D"
"7240"	"A"
"7241"	"A"
"7242"	"E"
"7243"	"B"
"7244"	"B"
"7245"	"B"
"7246"	"B"
"7247"	"E"
"7248"	"E"
"7249"	"F"
"7250"	"A"
"7251"	"B"
"7252"	"C"
"7253"	"A"
"7254"	"B"
"7255"	"D"
"7256"	"A"
"7257"	"E"
"7258"	"B"
"7259"	"A"
"7260"	"B"
"7261"	"B"
"7262"	"B"
"7263"	"F"
"7264"	"F"
"7265"	"F"
"7266"	"B"
"7267"	"A"
"7268"	"A"
"7269"	"A"
"7270"	"A"
"7271"	"E"
"7272"	"B"
"7273"	"E"
"7274"	"B"
"7275"	"A"
"7276"	"C"
"7277"	"D"
"7278"	"F"
"7279"	"E"
"7280"	"B"
"7281"	"E"
"7282"	"E"
"7283"	"B"
"7284"	"A"
"7285"	"F"
"7286"	"A"
"7287"	"D"
"7288"	"B"
"7289"	"B"
"7290"	"B"
"7291"	"D"
"7292"	"D"
"7293"	"B"
"7294"	"A"
"7295"	"B"
"7296"	"B"
"7297"	"B"
"7298"	"A"
"7299"	"B"
"7300"	"D"
"7301"	"A"
"7302"	"F"
"7303"	"D"
"7304"	"C"
"7305"	"F"
"7306"	"B"
"7307"	"A"
"7308"	"E"
"7309"	"A"
"7310"	"B"
"7311"	"D"
"7312"	"A"
"7313"	"A"
"7314"	"A"
"7315"	"E"
"7316"	"E"
"7317"	"C"
"7318"	"F"
"7319"	"A"
"7320"	"A"
"7321"	"B"
"7322"	"A"
"7323"	"A"
"7324"	"B"
"7325"	"E"
"7326"	"B"
"7327"	"A"
"7328"	"E"
"7329"	"E"
"7330"	"B"
"7331"	"B"
"7332"	"B"
"7333"	"B"
"7334"	"B"
"7335"	"E"
"7336"	"B"
"7337"	"B"
"7338"	"A"
"7339"	"A"
"7340"	"A"
"7341"	"B"
"7342"	"D"
"7343"	"B"
"7344"	"F"
"7345"	"B"
"7346"	"E"
"7347"	"D"
"7348"	"B"
"7349"	"D"
"7350"	"B"
"7351"	"A"
"7352"	"E"
"7353"	"B"
"7354"	"E"
"7355"	"B"
"7356"	"A"
"7357"	"C"
"7358"	"A"
"7359"	"A"
"7360"	"B"
"7361"	"E"
"7362"	"A"
"7363"	"A"
"7364"	"B"
"7365"	"F"
"7366"	"B"
"7367"	"B"
"7368"	"E"
"7369"	"C"
"7370"	"C"
"7371"	"A"
"7372"	"E"
"7373"	"C"
"7374"	"F"
"7375"	"B"
"7376"	"B"
"7377"	"B"
"7378"	"A"
"7379"	"A"
"7380"	"B"
"7381"	"B"
"7382"	"C"
"7383"	"E"
"7384"	"A"
"7385"	"F"
"7386"	"B"
"7387"	"B"
"7388"	"F"
"7389"	"A"
"7390"	"F"
"7391"	"B"
"7392"	"B"
"7393"	"A"
"7394"	"B"
"7395"	"B"
"7396"	"B"
"7397"	"B"
"7398"	"F"
"7399"	"D"
"7400"	"B"
"7401"	"C"
"7402"	"D"
"7403"	"B"
"7404"	"A"
"7405"	"B"
"7406"	"B"
"7407"	"F"
"7408"	"A"
"7409"	"F"
"7410"	"E"
"7411"	"F"
"7412"	"B"
"7413"	"C"
"7414"	"A"
"7415"	"E"
"7416"	"F"
"7417"	"F"
"7418"	"C"
"7419"	"D"
"7420"	"A"
"7421"	"F"
"7422"	"C"
"7423"	"F"
"7424"	"B"
"7425"	"A"
"7426"	"C"
"7427"	"C"
"7428"	"D"
"7429"	"F"
"7430"	"E"
"7431"	"B"
"7432"	"D"
"7433"	"B"
"7434"	"D"
"7435"	"F"
"7436"	"C"
"7437"	"A"
"7438"	"A"
"7439"	"F"
"7440"	"D"
"7441"	"D"
"7442"	"C"
"7443"	"B"
"7444"	"A"
"7445"	"B"
"7446"	"D"
"7447"	"B"
"7448"	"A"
"7449"	"C"
"7450"	"B"
"7451"	"F"
"7452"	"E"
"7453"	"B"
"7454"	"F"
"7455"	"A"
"7456"	"D"
"7457"	"B"
"7458"	"E"
"7459"	"A"
"7460"	"A"
"7461"	"C"
"7462"	"B"
"7463"	"A"
"7464"	"B"
"7465"	"B"
"7466"	"F"
"7467"	"A"
"7468"	"B"
"7469"	"B"
"7470"	"C"
"7471"	"B"
"7472"	"B"
"7473"	"B"
"7474"	"B"
"7475"	"E"
"7476"	"A"
"7477"	"C"
"7478"	"D"
"7479"	"B"
"7480"	"A"
"7481"	"E"
"7482"	"E"
"7483"	"B"
"7484"	"C"
"7485"	"B"
"7486"	"A"
"7487"	"A"
"7488"	"B"
"7489"	"E"
"7490"	"A"
"7491"	"F"
"7492"	"B"
"7493"	"D"
"7494"	"F"
"7495"	"A"
"7496"	"A"
"7497"	"C"
"7498"	"B"
"7499"	"B"
"7500"	"C"
"7501"	"A"
"7502"	"E"
"7503"	"A"
"7504"	"C"
"7505"	"B"
"7506"	"F"
"7507"	"F"
"7508"	"A"
"7509"	"A"
"7510"	"F"
"7511"	"B"
"7512"	"A"
"7513"	"A"
"7514"	"B"
"7515"	"B"
"7516"	"A"
"7517"	"B"
"7518"	"E"
"7519"	"A"
"7520"	"A"
"7521"	"B"
"7522"	"A"
"7523"	"B"
"7524"	"C"
"7525"	"B"
"7526"	"C"
"7527"	"F"
"7528"	"A"
"7529"	"B"
"7530"	"A"
"7531"	"B"
"7532"	"C"
"7533"	"A"
"7534"	"C"
"7535"	"B"
"7536"	"B"
"7537"	"A"
"7538"	"B"
"7539"	"A"
"7540"	"F"
"7541"	"F"
"7542"	"B"
"7543"	"F"
"7544"	"B"
"7545"	"B"
"7546"	"F"
"7547"	"A"
"7548"	"C"
"7549"	"B"
"7550"	"C"
"7551"	"F"
"7552"	"F"
"7553"	"C"
"7554"	"B"
"7555"	"D"
"7556"	"C"
"7557"	"B"
"7558"	"B"
"7559"	"B"
"7560"	"D"
"7561"	"B"
"7562"	"B"
"7563"	"D"
"7564"	"E"
"7565"	"B"
"7566"	"A"
"7567"	"B"
"7568"	"D"
"7569"	"C"
"7570"	"B"
"7571"	"E"
"7572"	"A"
"7573"	"D"
"7574"	"A"
"7575"	"B"
"7576"	"B"
"7577"	"A"
"7578"	"E"
"7579"	"B"
"7580"	"F"
"7581"	"B"
"7582"	"D"
"7583"	"B"
"7584"	"F"
"7585"	"F"
"7586"	"C"
"7587"	"F"
"7588"	"B"
"7589"	"F"
"7590"	"B"
"7591"	"F"
"7592"	"F"
"7593"	"A"
"7594"	"F"
"7595"	"A"
"7596"	"D"
"7597"	"A"
"7598"	"D"
"7599"	"D"
"7600"	"B"
"7601"	"B"
"7602"	"B"
"7603"	"F"
"7604"	"D"
"7605"	"B"
"7606"	"C"
"7607"	"A"
"7608"	"F"
"7609"	"F"
"7610"	"F"
"7611"	"B"
"7612"	"E"
"7613"	"B"
"7614"	"E"
"7615"	"F"
"7616"	"E"
"7617"	"A"
"7618"	"E"
"7619"	"F"
"7620"	"A"
"7621"	"B"
"7622"	"C"
"7623"	"A"
"7624"	"E"
"7625"	"A"
"7626"	"D"
"7627"	"F"
"7628"	"F"
"7629"	"D"
"7630"	"B"
"7631"	"A"
"7632"	"D"
"7633"	"B"
"7634"	"E"
"7635"	"F"
"7636"	"B"
"7637"	"D"
"7638"	"F"
"7639"	"B"
"7640"	"D"
"7641"	"A"
"7642"	"E"
"7643"	"D"
"7644"	"E"
"7645"	"B"
"7646"	"B"
"7647"	"B"
"7648"	"A"
"7649"	"E"
"7650"	"C"
"7651"	"A"
"7652"	"F"
"7653"	"E"
"7654"	"F"
"7655"	"C"
"7656"	"A"
"7657"	"B"
"7658"	"A"
"7659"	"A"
"7660"	"A"
"7661"	"A"
"7662"	"B"
"7663"	"E"
"7664"	"A"
"7665"	"C"
"7666"	"D"
"7667"	"A"
"7668"	"B"
"7669"	"C"
"7670"	"A"
"7671"	"D"
"7672"	"C"
"7673"	"B"
"7674"	"C"
"7675"	"B"
"7676"	"F"
"7677"	"A"
"7678"	"B"
"7679"	"F"
"7680"	"D"
"7681"	"C"
"7682"	"B"
"7683"	"D"
"7684"	"C"
"7685"	"E"
"7686"	"B"
"7687"	"F"
"7688"	"A"
"7689"	"B"
"7690"	"F"
"7691"	"B"
"7692"	"B"
"7693"	"A"
"7694"	"D"
"7695"	"D"
"7696"	"B"
"7697"	"A"
"7698"	"B"
"7699"	"B"
"7700"	"F"
"7701"	"B"
"7702"	"B"
"7703"	"B"
"7704"	"F"
"7705"	"A"
"7706"	"A"
"7707"	"B"
"7708"	"A"
"7709"	"B"
"7710"	"D"
"7711"	"D"
"7712"	"B"
"7713"	"F"
"7714"	"A"
"7715"	"B"
"7716"	"B"
"7717"	"B"
"7718"	"A"
"7719"	"F"
"7720"	"B"
"7721"	"B"
"7722"	"E"
"7723"	"E"
"7724"	"D"
"7725"	"B"
"7726"	"A"
"7727"	"E"
"7728"	"D"
"7729"	"F"
"7730"	"B"
"7731"	"B"
"7732"	"A"
"7733"	"D"
"7734"	"B"
"7735"	"A"
"7736"	"A"
"7737"	"F"
"7738"	"B"
"7739"	"B"
"7740"	"B"
"7741"	"A"
"7742"	"B"
"7743"	"B"
"7744"	"B"
"7745"	"B"
"7746"	"C"
"7747"	"B"
"7748"	"C"
"7749"	"A"
"7750"	"C"
"7751"	"E"
"7752"	"B"
"7753"	"B"
"7754"	"A"
"7755"	"D"
"7756"	"D"
"7757"	"E"
"7758"	"F"
"7759"	"B"
"7760"	"A"
"7761"	"E"
"7762"	"A"
"7763"	"D"
"7764"	"D"
"7765"	"B"
"7766"	"A"
"7767"	"B"
"7768"	"D"
"7769"	"A"
"7770"	"B"
"7771"	"C"
"7772"	"A"
"7773"	"F"
"7774"	"A"
"7775"	"A"
"7776"	"A"
"7777"	"A"
"7778"	"B"
"7779"	"E"
"7780"	"B"
"7781"	"F"
"7782"	"E"
"7783"	"E"
"7784"	"D"
"7785"	"A"
"7786"	"A"
"7787"	"E"
"7788"	"B"
"7789"	"D"
"7790"	"F"
"7791"	"B"
"7792"	"B"
"7793"	"B"
"7794"	"B"
"7795"	"D"
"7796"	"B"
"7797"	"F"
"7798"	"B"
"7799"	"B"
"7800"	"C"
"7801"	"A"
"7802"	"B"
"7803"	"B"
"7804"	"C"
"7805"	"A"
"7806"	"A"
"7807"	"A"
"7808"	"B"
"7809"	"F"
"7810"	"B"
"7811"	"A"
"7812"	"A"
"7813"	"E"
"7814"	"D"
"7815"	"A"
"7816"	"A"
"7817"	"E"
"7818"	"E"
"7819"	"A"
"7820"	"A"
"7821"	"E"
"7822"	"A"
"7823"	"B"
"7824"	"B"
"7825"	"A"
"7826"	"D"
"7827"	"B"
"7828"	"E"
"7829"	"D"
"7830"	"D"
"7831"	"E"
"7832"	"A"
"7833"	"B"
"7834"	"E"
"7835"	"D"
"7836"	"B"
"7837"	"E"
"7838"	"F"
"7839"	"B"
"7840"	"A"
"7841"	"F"
"7842"	"B"
"7843"	"C"
"7844"	"E"
"7845"	"B"
"7846"	"F"
"7847"	"B"
"7848"	"B"
"7849"	"A"
"7850"	"C"
"7851"	"F"
"7852"	"F"
"7853"	"D"
"7854"	"C"
"7855"	"B"
"7856"	"A"
"7857"	"A"
"7858"	"C"
"7859"	"C"
"7860"	"F"
"7861"	"B"
"7862"	"F"
"7863"	"B"
"7864"	"A"
"7865"	"B"
"7866"	"A"
"7867"	"F"
"7868"	"A"
"7869"	"B"
"7870"	"B"
"7871"	"A"
"7872"	"F"
"7873"	"B"
"7874"	"B"
"7875"	"C"
"7876"	"D"
"7877"	"E"
"7878"	"D"
"7879"	"B"
"7880"	"F"
"7881"	"B"
